	election	cmte_id	purpid	purpose	vendor	category	platform	category_recode	consult	digital	cand_id	cand_office	sup_opp	soc_media	exp_amo	cmte_nm	cmte_dsgn	cmte_tp	party_impute	fec_party	crp_party	party_combined	pacshort	recipcode	industry	name	crpico	recipcode_cand	office	state	cd	cand_support	source	transaction_amt	cand_name	cand_office_st	cand_office_district	cand_ici	cand_status	status_combined	ads_ind	tv	tv2	ads_ind2	ads_opp	ads_opp2	ads	ads2	presyear	commtype	prescomms	preselect	dig_source	dig_type	total	deflator	total12
882	2018.0	C00629055	199404.0	FACEBOOK ADS	FACEBOOK	digital	1.0	digital		1.0				1.0		NO PUBLIC DEBT	U	O					No Public Debt                                    	OI	J9000								1.0	82.76000213623047								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			2.0	1.0	8.276e-05	110.32	7.501813e-05
883	2016.0	C90011313	10503.0	ADS MO	FACEBOOK	media	1.0	digital		1.0	S6MO00362	S	O	1.0	9746.9697265625	SUSAN B ANTHONY LIST INC	U	I	2.0			2.0	Susan B Anthony List	OI	J7120	Jason Kander (D)	C	DL	S	MO			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2016.0	2.0	1.0	0.00974697	105.74	0.009217865
884	2018.0	C00468413	521471.0	SOCIAL MEDIA AD	ROSS BRITTANY E	digital	0.0	digital		1.0	H2HI02110	H		0.0		HANABUSA FOR HAWAII	P	H		1.0	1.0	1.0	Hanabusa for Hawaii	DI	Z1200	Colleen Hanabusa (D)	I	DI	H	HI	1.0		1.0	30.0	HANABUSA, COLLEEN W.	HI	1.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	3e-05	110.32	2.7193619e-05
885	2016.0	C00367862	521712.0	SOCIAL MEDIA CONSUTATION	STONERIDGE GROUP	digital	0.0	digital		1.0	H2AL03032	H		0.0		MIKE ROGERS FOR CONGRESS	P	H		2.0	2.0	2.0	Mike Rogers for Congress	RW	Z1100	Mike D Rogers (R)	I	RW	H	AL	3.0		1.0	650.0	ROGERS, MICHAEL DENNIS	AL	3.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.00065	105.74	0.00061471533
886	2020.0	C00711614	157840.0	DIGITAL MEDIA	ISTOCKPHOTO	digital	0.0	digital		1.0	P00012716	P		0.0		TOM STEYER 2020	P	P		1.0	1.0	1.0	Tom Steyer 2020	DL	Z1200	Tom Steyer (D)	C	DL	P				1.0	325.0	STEYER, TOM	US	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2020.0	1.0	1.0	0.000325	113.65	0.00028596568
887	2012.0	C99002396	366678.0	NON CANDIDATE INTERNET ADS	CONSERVATIVE CONTRACTS	digital	0.0	digital		1.0				0.0		AMERICAN POLITICAL ACTION COMMITTEE	U	Q	2.0		2.0	2.0	American PAC/Bellevue, WA	PI	J1100								1.0	9504.7802734375								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2012.0	1.0	1.0	0.00950478	100.0	0.00950478
888	2012.0	C90013848	521996.0	SOCIAL MEDIA PRODUCTION LEAKS THREATEN LIVES	ANGLER	digital	0.0	digital		1.0	P80003338	P	O	0.0	1000.0	VETERANS FOR A STRONG AMERICA	U	I	2.0		2.0	2.0	Veterans For A Strong America	OI	J1100	Barack Obama (D)	I	DW	P			5.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2012.0	1.0	1.0	0.001	100.0	0.001
889	2020.0	C00487470	176175.0	EMAIL COSTS FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	H0PA12173	H	O	0.0	501.23	CLUB FOR GROWTH ACTION	U	O	2.0		2.0	2.0	Club for Growth Action	OI	J1100	Jeff C. Wheeland (R)	 	RN	H	PA	12.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.00050123	113.65	0.0004410295
890	2016.0	C00575837	10321.0	ADS	GOOGLE	media	1.0	digital		1.0				1.0		SACRED HONOR USA PAC	U	N			2.0	2.0	Sacred Honor USA	PI	J1100								1.0	3.700000047683716								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2016.0	2.0	1.0	3.7e-06	105.74	3.499149e-06
891	2020.0	C90019530	156835.0	DIGITAL ADVERTISING FACEBOOK CHAMPAGNE VS BEER	FLETCHER	digital	0.0	digital		1.0	S0CO00575	S	S	0.0	15000.0	STORY NETWORK FOUNDATION	U	I	1.0		1.0	1.0	Story Network Foundation	OI	J1200	John Hickenlooper (D)	C	DW	S	CO			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.015	113.65	0.013198416
892	2018.0	C00654327	156439.0	DIGITAL AD PLACEMENT PRODUCTION	AX MEDIA	digital	0.0	digital		1.0	S6MO00305	S	O	0.0	637000.0	CFG ACTION MISSOURI	U	O	2.0		2.0	2.0	CFG Action Missouri	OI	J1100	Claire McCaskill (D)	I	DL	S	MO			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.637	110.32	0.5774112
893	2020.0	C00499988	156706.0	DIGITAL ADVERTISING	FP1 DIGITAL	digital	0.0	digital		1.0	P80000722	P	O	0.0	110000.0	COTTON FOR SENATE, INC.	P	S		2.0	2.0	2.0	Cotton for Senate	RW	Z1100	Joe Biden (D)	C	DW	P			1.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	2.0		2020.0	1.0	1.0	0.11	113.65	0.096788384
894	2012.0	C90011156	289204.0	INTERNET ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	S6PA00217	S	S	1.0	342.560001373291	WORKING AMERICA	U	I	1.0			1.0	Working America                         	OL	L0000	Bob Casey (D)	I	DW	S	PA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2012.0	2.0	1.0	0.00034256	100.0	0.00034256
895	2018.0	C00573733	156956.0	DIGITAL ADVERTISING PRODUCTION AND PLACEMENT COSTS	PUSH WEST	digital	0.0	digital		1.0				0.0		SECURITY IS STRENGTH PAC	U	O			2.0	2.0	Security Is Strength	OI	J1100								1.0	15000.0								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			1.0	1.0	0.015	110.32	0.0135968095
896	2018.0	C00540732	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	S4HI00136			1.0		SCHATZ FOR SENATE	P	S		1.0	1.0	1.0	Schatz for Senate	DI	Z1200	Brian Schatz (D)	I	DI	S	HI			1.0	1107.3200073242188						1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.0011073201	110.32	0.0010037347
897	2008.0	C00435180	609838.0	WEBSITE ADVOCACY	HUMAN RIGHTS CAMPAIGN PAC	digital	0.0	digital		1.0	H8MO06068	H		0.0		KAY FOR CONGRESS	P	H		1.0	1.0	1.0	Kay for Congress	DL	Z1200	Kay Barnes (D)	C	DL	H	MO	6.0		1.0	25.0	BARNES, KAY	MO	6.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2008.0	1.0	1.0	2.5e-05	94.42	2.647744e-05
898	2018.0	C00484642	387641.0	ONLINE ADVERTISING ESTIMATE	BULLY PULPIT INTERACTIVE	digital	0.0	digital		1.0	S2IN00091	S	S	0.0	215000.0	SMP	U	O	1.0		1.0	1.0	Senate Majority PAC	OI	J1200	Joe Donnelly (D)	I	DL	S	IN			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.215	110.32	0.19488761
899	2012.0	C00030718	11272.0	ADVANCE PAYMENT FOR INTERNET AD COSTS FOR ED EXPLANATION	DDC ADVOCACY	digital	0.0	digital		1.0				0.0		NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE	B	Q	2.0			2.0	National Assn of Realtors	PB	F4200								1.0	37000.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2012.0	1.0	1.0	0.037	100.0	0.037
900	2020.0	C00725192	521539.0	SOCIAL MEDIA ADVERTISING	MAJORITY SOUTHERN	digital	0.0	digital		1.0	H0GA09162	H		0.0		DAN WILSON FOR CONGRESS	P	H		1.0	1.0	1.0	Dan Wilson for Congress	DL	Z1200	Dan Wilson (D)	O	DL	H	GA	9.0		1.0	1500.0	WILSON, DAN CAROLL MR.	GA	9.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.0015	113.65	0.0013198416
901	2016.0	C00254185	171021.0	E BLAST ADS	TALAFERY MEDIA GROUP	digital	0.0	digital		1.0	H2TX29030	H		0.0		GENE GREEN CONGRESSIONAL CAMPAIGN	P	H		1.0	1.0	1.0	Gene Green Congressional Campaign	DW	Z1200	Gene Green (D)	I	DW	H	TX	29.0		1.0	275.0	GREEN, RAYMOND E. 'GENE'	TX	29.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.000275	105.74	0.0002600719
902	2012.0	C00519561	562972.0	TRAINING FOR ADMINISTRATION OF WEBSITE	GUIZMO DEISIGNS	digital	0.0	digital		1.0	H2SC05086	H		0.0		JOYCE KNOTT FOR CONGRESS	P	H		1.0	1.0	1.0	Joyce Knott for Congress	DL	Z1200	Joyce Knott (D)	C	DL	H	SC	5.0		1.0	170.0	KNOTT, JOYCE	SC	5.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	1.0	1.0	0.00017	100.0	0.00017
903	2012.0	C00425983	17274.0	ADVERTISING WEB ADVERTISING	NORTHEAST NEWS	digital	0.0	digital		1.0	H6MO05189	H		0.0		JACOB TURK FOR CONGRESS	P	H		2.0	2.0	2.0	Jacob Turk for Congress	RL	Z1100	Jacob Turk (R)	C	RL	H	MO	5.0		1.0	75.0	TURK, JACOB	MO	5.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	1.0	1.0	7.5e-05	100.0	7.5e-05
904	2020.0	C00687103	156469.0	DIGITAL AD PRODUCTION COSTS	HARRIS MEDIA	digital	0.0	digital		1.0	H0NV03132	H	S	0.0	700.0	AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)	U	O	2.0		2.0	2.0	Americans for Prosperity Action	OI	J1100	Dan Rodimer (R)	C	RL	H	NV	3.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.0007	113.65	0.00061592605
905	2010.0	C00436386	12358.0	ADVERTISING	GOOGLE	media	1.0	digital		1.0	S6WY00068			1.0		FRIENDS OF JOHN BARRASSO	P	S		2.0	2.0	2.0	Friends of John Barrasso	RI	Z1100	John A Barrasso (R)	I	RI	S	WY			1.0	3.0						1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	3e-06	96.17	3.119476e-06
906	2020.0	C00719013	199727.0	FACEBOOK MAILCHIMP EXPENSES FOR SOCIAL MEDIA	BANKCARD CENTER	digital	0.0	digital		1.0	H6CA33106	H		0.0		DR. WRIGHT FOR CONGRESS	P	H		2.0	2.0	2.0	Dr Wright for Congress	RL	Z1100	Kenneth Wright (R)	C	RL	H	CA	33.0		1.0	54.9900016784668	WRIGHT, KENNETH	CA	33.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	5.4990003e-05	113.65	4.8385395e-05
907	2020.0	C00732255	156546.0	DIGITAL ADS	HANES ED JR	digital	0.0	digital		1.0	H0NC06258			0.0		ED HANES FOR NORTH CAROLINA	P	H		1.0	1.0	1.0	Ed Hanes for North Carolina	DL	Z1200	Ed Hanes (D)	O	DL	H	NC	6.0		1.0	3000.0						3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	1.0	1.0	0.003	113.65	0.0026396832
908	2016.0	C00626838	52080.0	BOOST FACE BOOK ADS	FACEBOOK	media	1.0	digital		1.0	H6NY26123			1.0		SHELLY SCHRATZ FOR CONGRESS	P	H			2.0	2.0	Shelly Schratz For Congress	RL	Z1100				H				1.0	614.9600219726562								0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.00061496004	105.74	0.0005815775
909	2016.0	C00536664	183099.0	ESTIMATED DIGITAL AD BUY	FACEBOOK	digital	1.0	digital		1.0	P60005915	P	S	1.0	500.0	DEFENDERS OF FREEDOM AND SECURITY	U	Q	2.0			2.0	Defenders of Freedom & Security	PI	JD100	Ben Carson (R)	O	RL	P				2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2016.0	2.0	1.0	0.0005	105.74	0.000472858
910	2016.0	C00489799	156447.0	DIGITAL AD PRODUCTION	76 WORDS	digital	0.0	digital		1.0	S4PA00121	S	O	0.0	6422.89013671875	PLANNED PARENTHOOD VOTES	U	O	1.0			1.0	Planned Parenthood Votes	OI	J7150	Pat Toomey (R)	I	RW	S	PA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2016.0	1.0	1.0	0.0064228904	105.74	0.0060742297
911	2008.0	C00434563	387520.0	ONLINE ADVERTISING	BUZZMAKER	digital	0.0	digital		1.0	H8NM01224	H		0.0		MARTIN HEINRICH FOR CONGRESS	P	H		1.0	1.0	1.0	Martin Heinrich for Congress	DW	Z1200	Martin Heinrich (D)	O	DW	H	NM	1.0		1.0	8029.240234375	HEINRICH, MARTIN	NM	1.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2008.0	1.0	1.0	0.00802924	94.42	0.00850375
912	2010.0	C00464826	13879.0	ADVERTISING EXPENSE FOR E	GOOGLE	media	1.0	digital		1.0	H0NY23107	H		1.0		DOUG HOFFMAN FOR CONGRESS	P	H		2.0	3.0	2.0	Doug Hoffman for Congress	3L	Z1300	Doug Hoffman (3)	C	3L	H	NY	23.0		1.0	8.479999542236328	HOFFMAN, DOUGLAS L. MR.	NY	23.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	8.479999e-06	96.17	8.8177185e-06
913	2012.0	C00514422	338928.0	MEDIA WEBSITE HOSTING DOMAIN	SHARP TODD	digital	0.0	digital		1.0				0.0		TENNESSEE DEMOCRATIC COUNTY CHAIRS ASSOCIATION	U	X		1.0	1.0	1.0	Tennessee Democratic County Chairs Assn	DP	Z5200								1.0	246.35000610351562								0.0	0.0		1.0	1.0	1.0	1.0	1.0	5.0		2012.0	1.0	1.0	0.00024635	100.0	0.00024635
914	2018.0	C00341396	156706.0	DIGITAL ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	H8CA45130	H	S	1.0	5345.7099609375	MOVEON.ORG POLITICAL ACTION	U	W	1.0		1.0	1.0	Moveon.org	PI	J1200	Katie Porter (D)	C	DW	H	CA	45.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			2.0	1.0	0.00534571	110.32	0.00484564
915	2016.0	C00577999	606269.0	WEB ADVERTISING	LEADPAGES	digital	0.0	digital		1.0	H6IN03229	H		0.0		JIM BANKS FOR CONGRESS, INC.	P	H		2.0	2.0	2.0	Jim Banks For Congress	RW	Z1100	Jim Banks (R)	O	RW	H	IN	3.0		1.0	222.0	BANKS, JAMES E	IN	3.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.000222	105.74	0.00020994894
916	2008.0	C00409136	387499.0	ONLINE ADVERTISEMENT DESIGN FEES	EICHENBAUM ASSOC	digital	0.0	digital		1.0				0.0		PROGRESSIVE PATRIOTS FUND	D	Q			1.0	1.0	Progressive Patriots Fund	PI	J2100								1.0	1055.0								0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2008.0	1.0	1.0	0.001055	94.42	0.0011173481
917	2018.0	C00653196	156706.0	DIGITAL ADVERTISING	FACEBOOK	digital	1.0	digital		1.0	H6MD08549			1.0		DAVID TRONE FOR CONGRESS, INC	P	H		1.0	1.0	1.0	David Trone for Congress	DW	Z1200	David Trone (D)	O	DW	H	MD	6.0		1.0	317.3300018310547						3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00031733	110.32	0.00028764503
918	2018.0	C00674853	521464.0	SOCIAL MEDIA	VERACITY MEDIA	digital	0.0	digital		1.0	H8OK02163	H		0.0		ELIJAH MCINTOSH FOR CONGRESS	P	H		1.0	1.0	1.0	Elijah Mcintosh for Congress	DL	Z1200	Elijah Mcintosh (D)	C	DL	H	OK	2.0		1.0	3550.0	MCINTOSH, ELIJAH	OK	2.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.00355	110.32	0.0032179116
919	2016.0	C00445452	289204.0	INTERNET ADVERTISING	GOOGLE	digital	1.0	digital		1.0	H8VA11062	H		1.0		CONNOLLY FOR CONGRESS	P	H		1.0	1.0	1.0	Gerry Connolly for Congress	DW	Z1200	Gerry Connolly (D)	I	DW	H	VA	11.0		1.0	1257.6699981689453	CONNOLLY, GERALD EDWARD	VA	11.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.00125767	105.74	0.0011893986
920	2018.0	C00670364	522093.0	SOCIAL MEDIA SUPPORT	GUERRA CHELSEA	digital	0.0	digital		1.0	H8PA09065	H		0.0		FRIENDS OF SUSAN BOSER	P	H		1.0	1.0	1.0	Friends of Susan Boser	DL	Z1200	Susan Boser (D)	C	DL	H	PA	15.0		1.0	374.3699951171875	BOSER, SUSAN	PA	15.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.00037437	110.32	0.00033934915
921	2020.0	C00579920	521464.0	SOCIAL MEDIA	CONNECT FLS	digital	0.0	digital		1.0				0.0		ZELDIN VICTORY COMMITTEE 2020	J	N			2.0	2.0	Zeldin Victory Cmte 2020	RP	Z4100								1.0	392.239990234375								0.0	0.0		1.0	1.0	1.0	1.0	1.0	4.0		2020.0	1.0	1.0	0.00039223998	113.65	0.00034512975
922	2006.0	C00346536	321913.0	MAIL COSTS PULLED FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	S6RI00239	S	S	0.0	2380.02001953125	CLUB FOR GROWTH INC PAC	U	Q	1.0		2.0	2.0	Club for Growth	PI	J1100	Stephen Laffey (R)	C	RL	S	RI			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	0.00238002	90.2	0.002638603
923	2020.0	C00705186	387423.0	ONLINE ADS	FACEBOOK	digital	1.0	digital		1.0	P00011833	P		1.0		BENNET FOR AMERICA	P	P		1.0	1.0	1.0	Bennet for America	DI	Z1200	Michael Bennet (D)	I	DI	P	CO			1.0	1016.0299987792969	BENNET, MICHAEL F.	US	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2020.0	2.0	1.0	0.00101603	113.65	0.00089399907
924	2006.0	C00414565	9991.0	ADMINSTRATIVE SALARY OVERHEAD WEBSITE	TRIPIXEL STUDIO	digital	0.0	digital		1.0	H6FL11159	H		0.0		AL FOX FOR CONGRESS	P	H		1.0	1.0	1.0	Al Fox for Congress	DL	Z1200	Al Fox Jr (D)	O	DL	H	FL	11.0		1.0	1000.0	FOX, ALBERT A JR	FL	11.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.001	90.2	0.0011086476
925	2014.0	C00033134	15308.0	ADVERTISING NOT RELATED TO ANY CANDIDATE OR SPECIFIC FUNDRAISING EVENT	FACEBOOK	fundraising	1.0	digital		1.0				1.0		COLORADO REPUBLICAN COMMITTEE	U	Y		2.0	2.0	2.0	Colorado Republican Cmte	RP	Z5100								1.0	502.0299987792969								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			2.0	1.0	0.00050203	103.65	0.00048435119
926	2018.0	C00495861	366915.0	NON CONTRIBUTION ACCOUNT DIGITAL AD PRODUCTION ESTIMATE	BULLY PULPIT INTERACTIVE	digital	0.0	digital		1.0	H2IL13120	H	O	0.0	7025.0	PRIORITIES USA ACTION	U	V	1.0		1.0	1.0	Priorities USA Action	PI	J1200	Rodney Davis (R)	I	RW	H	IL	13.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	0.007025	110.32	0.0063678394
927	2018.0	C00540203	156546.0	DIGITAL ADS	GOOGLE	digital	1.0	digital		1.0	H8FL17046	H	S	1.0	5000.0	DEFENDING MAIN STREET SUPERPAC INC.	U	O	2.0		2.0	2.0	Defending Main Street	OI	J1100	Julio Gonzalez (R)	O	RL	H	FL	17.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			2.0	1.0	0.005	110.32	0.0045322697
928	2010.0	C00467118	290459.0	INTERNET MEDIA	GOOGLE	digital	1.0	digital		1.0	S0CO00286	S		1.0		ROMANOFF FOR COLORADO	P	S		1.0	1.0	1.0	Romanoff for Colorado	DL	Z1200	Andrew Romanoff (D)	C	DL	S	CO			1.0	358.1700134277344	ROMANOFF, ANDREW	CO	0.0	C	N	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.00035817001	96.17	0.00037243427
